750537338305	-0.07182605	2.0566192	9.378088
750557357837	-0.08379706	2.0015526	9.473856
750577377368	-0.021547815	2.030283	9.500193
750597396899	-0.062249243	2.0685902	9.469068
750617385913	-0.08379706	2.0254946	9.425972
750637405444	-0.1412579	2.1164744	9.464279
750657424975	-0.088585466	2.0350714	9.394848
750677444507	-0.11492168	2.0494366	9.481039
750697464038	-0.11492168	2.1188686	9.449914
750717514087	-0.1364695	2.1164744	9.490616
750737533618	-0.08619126	2.1068976	9.49301
750757553149	-0.088585466	2.078167	9.44752
750777603198	-0.1364695	2.0614076	9.469068
750797592212	-0.1388637	2.0638018	9.337387
750817611743	-0.1436521	2.0614076	9.399636
750837631274	-0.12449849	2.15957	9.478644
750857650805	-0.15801731	2.0614076	9.428367
750877700854	-0.088585466	2.1021092	9.469068
750897689868	-0.095768064	2.0901382	9.490616
750917709399	-0.10295067	2.0733786	9.473856
750937728930	-0.16280572	2.078167	9.514558
750957748462	-0.088585466	2.0901382	9.437943
750977767993	-0.079008654	2.1523874	9.41879
750997787524	-0.11492168	2.0805612	9.457097
751017807055	-0.10534488	2.0901382	9.41879
751037826587	-0.12689269	2.1404164	9.385271
751057846118	-0.12689269	2.1308396	9.449914
751077896167	-0.09816227	2.1404164	9.41879
751097915698	-0.076614454	2.0614076	9.385271
751117935229	-0.14844051	2.1667526	9.485827
751137954761	-0.088585466	2.171541	9.495404
751157974292	-0.090979666	2.1978772	9.449914
751177993823	-0.11492168	2.0853498	9.409213
751198013354	-0.10534488	2.1164744	9.423578
751218063403	-0.15322891	2.1164744	9.507375
751238052417	-0.023942016	2.1021092	9.502586
751258102466	-0.107739076	2.1021092	9.437943
751278121997	-0.059855044	2.1428106	9.481039
751298172046	-0.18914193	2.0757728	9.476251
751318191577	-0.16519992	2.1452048	9.433155
751338241626	-0.10055647	2.1284454	9.507375
751358230639	-0.10295067	2.1404164	9.469068
751378250171	-0.12689269	2.0949266	9.454702
751398269702	-0.076614454	2.135628	9.464279
751418289233	-0.1436521	2.1068976	9.481039
751438339282	-0.22505496	2.1140802	9.466674
751458328296	-0.1364695	2.1571758	9.471462
751478347827	-0.107739076	2.1284454	9.512163
751498367358	-0.045489833	2.1404164	9.363723
751518386889	-0.1364695	2.2170308	9.433155
751538406421	-0.11731588	2.111686	9.454702
751558425952	-0.12210429	2.1667526	9.440337
751578476001	-0.10055647	2.1571758	9.485827
751598526050	-0.10534488	2.123657	9.454702
751618576098	-0.08379706	2.1499932	9.476251
751638595630	-0.09816227	2.1068976	9.435549
751658615161	-0.11971009	2.1883004	9.399636
751678665210	-0.06943185	2.1404164	9.3421755
751698715259	-0.016759412	2.1284454	9.32781
751718734790	-0.17717093	2.1452048	9.476251
751738754321	-0.08619126	2.1571758	9.423578
751758773852	-0.10534488	2.147599	9.509769
751778854419	-0.18435353	2.15957	9.449914
751798873950	-0.055066638	2.1619642	9.435549
751818893481	-0.11492168	2.1619642	9.437943
751838882495	-0.1436521	2.1260512	9.433155
751858902026	-0.11252748	2.1092918	9.425972
751878952075	-0.08619126	2.0518308	9.466674
751899002124	-0.1436521	2.123657	9.442732
751919021655	-0.15083471	2.1667526	9.40203
751939071704	-0.15562311	2.1859062	9.461885
751959121753	-0.11252748	2.2026656	9.488221
751979171802	-0.12928689	2.0566192	9.421184
751999221850	-0.10055647	2.1045034	9.404425
752019210864	-0.1316811	2.183512	9.423578
752039230395	-0.1604115	2.183512	9.500193
752059249927	-0.1316811	2.1045034	9.476251
752079330493	-0.1364695	2.1332338	9.416395
752099350024	-0.15083471	2.1739352	9.476251
752119369555	-0.076614454	2.1380222	9.464279
752139389087	-0.04070143	2.1188686	9.495404
752159439136	-0.14604631	2.1428106	9.445126
752179489184	-0.095768064	2.15957	9.473856
752199508716	-0.12689269	2.135628	9.466674
752219528247	-0.1316811	2.1140802	9.437943
752239547778	-0.15322891	2.1404164	9.449914
752259567309	-0.1340753	2.1619642	9.504981
752279586841	-0.11971009	2.1883004	9.416395
752299606372	-0.110133275	2.1380222	9.435549
752319625903	-0.09816227	2.147599	9.454702
752339645434	-0.10295067	2.0757728	9.40203
752359664966	-0.15801731	2.1667526	9.433155
752379684497	-0.05746084	2.1092918	9.483433
752399704028	-0.11731588	2.1021092	9.466674
752419723559	-0.11731588	2.1140802	9.414001
752439743091	-0.11731588	2.1523874	9.421184
752459793139	-0.07182605	2.0805612	9.461885
752479812671	-0.095768064	2.1212628	9.464279
752499862720	-0.110133275	2.0350714	9.485827
752519882251	-0.11492168	2.1332338	9.512163
752539901782	-0.1316811	2.0901382	9.49301
752559921313	-0.17717093	2.1380222	9.461885
752580001880	-0.16280572	2.135628	9.461885
752600021411	-0.090979666	2.123657	9.416395
752620040942	-0.12210429	2.0949266	9.469068
752640060473	-0.11492168	2.1045034	9.476251
752660110522	-0.093373865	2.1092918	9.548077
752680130053	-0.09816227	2.0829554	9.502586
752700180102	-0.107739076	2.0973208	9.442732
752720230151	-0.1340753	2.135628	9.457097
752740249682	-0.11492168	2.1547816	9.44752
752760299731	-0.11252748	2.1021092	9.500193
752780349780	-0.11492168	2.147599	9.399636
752800369311	-0.10534488	2.1212628	9.507375
752820388843	-0.1316811	2.1643584	9.471462
752840408374	-0.06703765	2.171541	9.481039
752860427905	-0.16280572	2.1045034	9.471462
752880508471	-0.1436521	2.2122424	9.442732
752900528003	-0.074220255	2.1260512	9.452309
752920547534	-0.11971009	2.1045034	9.466674
752940567065	-0.1604115	2.135628	9.442732
752960586596	-0.19871874	2.1643584	9.363723
752980667163	-0.12689269	2.1499932	9.485827
753000686694	-0.12928689	2.1763294	9.464279
753020736743	-0.12210429	2.111686	9.514558
753040756274	-0.11971009	2.1164744	9.44752
753060775805	-0.10534488	2.1619642	9.500193
753080825854	-0.10055647	2.099715	9.397242
753100845386	-0.12689269	2.171541	9.481039
753120864917	-0.1436521	2.1978772	9.490616
753140914966	-0.14844051	2.1404164	9.464279
753160934497	-0.12928689	2.1404164	9.437943
753181015063	-0.12210429	2.1284454	9.473856
753201034595	-0.20350714	2.1667526	9.440337
753221084643	-0.19632454	2.135628	9.504981
753241104175	-0.1388637	2.1380222	9.471462
753261123706	-0.1364695	2.0829554	9.437943
753281143237	-0.06703765	2.1811178	9.423578
753301162768	-0.11252748	2.1212628	9.509769
753321151782	-0.107739076	2.1212628	9.457097
753341171313	-0.19393034	2.2050598	9.454702
753361160327	-0.10534488	2.1212628	9.442732
753381240893	-0.11492168	2.1811178	9.411607
753401260425	-0.12210429	2.1308396	9.40203
753421279956	-0.11492168	2.1619642	9.476251
753441299487	-0.1340753	2.15957	9.449914
753461319018	-0.090979666	2.1140802	9.476251
753481369067	-0.16759412	2.183512	9.428367
753501419116	-0.05746084	2.1404164	9.425972
753521408130	-0.10055647	2.1045034	9.466674
753541427661	-0.095768064	2.1667526	9.476251
753561447192	-0.17717093	2.207454	9.449914
753581497241	-0.1340753	2.1811178	9.44752
753601516772	-0.14844051	2.1452048	9.464279
753621536303	-0.10055647	2.1859062	9.399636
753641555835	-0.19871874	2.183512	9.454702
753661575366	-0.16998832	2.1140802	9.464279
753681594897	-0.1364695	2.147599	9.476251
753701614428	-0.11971009	2.1787236	9.433155
753721633960	-0.16519992	2.1619642	9.43076
753741653491	-0.1604115	2.195483	9.411607
753761703540	-0.16759412	2.15957	9.471462
753781723071	-0.10534488	2.1212628	9.483433
753801773120	-0.1364695	2.1643584	9.464279
753821762134	-0.12689269	2.219425	9.445126
753841751147	-0.15083471	2.15957	9.461885
753861770678	-0.19153613	2.1140802	9.40203
753881851245	-0.16998832	2.219425	9.41879
753901840259	-0.17238252	2.1763294	9.437943
753921890307	-0.14844051	2.1906946	9.469068
753941879321	-0.11971009	2.1811178	9.445126
753961898852	-0.18195933	2.1787236	9.442732
753981948901	-0.16519992	2.123657	9.442732
754001968432	-0.15801731	2.1571758	9.442732
754021987964	-0.090979666	2.1499932	9.502586
754042007495	-0.1412579	2.1571758	9.43076
754062027026	-0.16280572	2.1667526	9.440337
754082046557	-0.18435353	2.1906946	9.43076
754102096606	-0.18195933	2.147599	9.459491
754122085620	-0.1340753	2.2098482	9.464279
754142105151	-0.1412579	2.243367	9.442732
754162124682	-0.20350714	2.1883004	9.44752
754182174731	-0.1316811	2.1619642	9.442732
754202194262	-0.1436521	2.1619642	9.435549
754222244311	-0.12210429	2.1691468	9.457097
754242233325	-0.10295067	2.1452048	9.433155
754262252856	-0.19393034	2.183512	9.449914
754282333423	-0.21787235	2.1428106	9.414001
754302383471	-0.20590134	2.2002714	9.464279
754322372485	-0.11252748	2.1906946	9.488221
754342392016	-0.18674773	2.1523874	9.414001
754362411548	-0.1388637	2.1619642	9.488221
754382431079	-0.19871874	2.1428106	9.49301
754402481128	-0.17238252	2.1906946	9.421184
754422470141	-0.1436521	2.1691468	9.425972
754442489673	-0.17238252	2.2122424	9.43076
754462478686	-0.19871874	2.1499932	9.44752
754482528735	-0.11971009	2.183512	9.394848
754502548266	-0.12210429	2.1811178	9.473856
754522567798	-0.21068975	2.1499932	9.459491
754542587329	-0.12928689	2.1260512	9.423578
754562606860	-0.20829555	2.1643584	9.49301
754582656909	-0.16280572	2.183512	9.433155
754602676440	-0.12449849	2.2098482	9.442732
754622726489	-0.14844051	2.147599	9.43076
754642715503	-0.15562311	2.1906946	9.43076
754662735034	-0.12449849	2.1523874	9.500193
754682785083	-0.17238252	2.1380222	9.452309
754702804614	-0.1412579	2.2098482	9.502586
754722854663	-0.14844051	2.231396	9.445126
754742874194	-0.19153613	2.2170308	9.409213
754762924243	-0.14604631	2.087744	9.464279
754782943774	-0.1340753	2.171541	9.425972
754802963305	-0.110133275	2.2481554	9.459491
754822982837	-0.19632454	2.2098482	9.485827
754843002368	-0.1340753	2.1811178	9.425972
754863021899	-0.15562311	2.1906946	9.454702
754883041430	-0.19153613	2.1811178	9.423578
754903060962	-0.12928689	2.2026656	9.368511
754923080493	-0.15562311	2.219425	9.435549
754943100024	-0.107739076	2.2266076	9.466674
754963119555	-0.11971009	2.1380222	9.421184
754983169604	-0.21787235	2.2098482	9.437943
755003189136	-0.20111294	2.195483	9.445126
755023208667	-0.1388637	2.1906946	9.445126
755043228198	-0.11252748	2.1499932	9.459491
755063278247	-0.22505496	2.1930888	9.469068
755083297778	-0.1364695	2.2625206	9.440337
755103317309	-0.15801731	2.219425	9.459491
755123336841	-0.17717093	2.1763294	9.473856
755143356372	-0.095768064	2.1859062	9.414001
755163375903	-0.18914193	2.1428106	9.43076
755183425952	-0.17956513	2.1452048	9.390059
755203445483	-0.12449849	2.1404164	9.397242
755223465014	-0.107739076	2.2385786	9.445126
755243484546	-0.19632454	2.183512	9.44752
755263504077	-0.15322891	2.243367	9.445126
755283554126	-0.1388637	2.1691468	9.445126
755303573657	-0.11252748	2.1188686	9.406818
755323593188	-0.10534488	2.2122424	9.459491
755343612720	-0.107739076	2.1691468	9.442732
755363632251	-0.1316811	2.2337902	9.466674
755383682300	-0.12928689	2.1667526	9.440337
755403732348	-0.15801731	2.2649148	9.404425
755423721362	-0.17238252	2.1619642	9.442732
755443740893	-0.1388637	2.2098482	9.40203
755463760425	-0.08379706	2.219425	9.452309
755483779956	-0.1436521	2.2146366	9.414001
755503799487	-0.11492168	2.1859062	9.485827
755523819018	-0.15801731	2.1523874	9.433155
755543838550	-0.15562311	2.1930888	9.433155
755563888598	-0.14844051	2.2816741	9.445126
755583938647	-0.19153613	2.111686	9.452309
755603958178	-0.16998832	2.1811178	9.452309
755623977710	-0.20590134	2.1164744	9.442732
755643997241	-0.1436521	2.2697031	9.452309
755664047290	-0.079008654	2.1667526	9.423578
755684097339	-0.15562311	2.1811178	9.469068
755704116870	-0.1412579	2.1619642	9.466674
755724136401	-0.18674773	2.171541	9.471462
755744155932	-0.17238252	2.1260512	9.385271
755764175464	-0.15801731	2.2481554	9.469068
755784225512	-0.15083471	2.219425	9.404425
755804275561	-0.1436521	2.111686	9.406818
755824325610	-0.15322891	2.219425	9.421184
755844345141	-0.1364695	2.2481554	9.41879
